Plan or Actuals,Activity Type,Independent Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week  Commencing Date,Activity Count,Plan Type
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 21 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 16 ,4th Jan 2021 Surge Plan
Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 26 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 21 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 21 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 25 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 29 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 29 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 32 ,4th Jan 2021 Surge Plan
Plan,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 11 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 45 ,4th Jan 2021 Surge Plan
Plan,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 9 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 16 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 24 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 11 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 13 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Routine,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 29 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Routine,07/03/2021, 23 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Routine,07/03/2021, 1 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 55 ,4th Jan 2021 Surge Plan
Plan,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Routine,07/03/2021, 77 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Daycase,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Daycase,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Daycase,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Elective,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Outpatients,,,Routine,07/03/2021, 39 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 16 ,4th Jan 2021 Surge Plan
Plan,eRS,Parkside (Aspen Healthcare),South West London STP,,Elective,,,Urgent,07/03/2021, 9 ,4th Jan 2021 Surge Plan
Plan,eRS,Parkside (Aspen Healthcare),South West London STP,,Daycase,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,eRS,Parkside (Aspen Healthcare),South West London STP,,Daycase,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Parkside (Aspen Healthcare),South West London STP,,Elective,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,Parkside (Aspen Healthcare),South West London STP,,Outpatients,,,Routine,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 9 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Daycase,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Daycase,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Elective,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,St Anthony's (Spire Healthcare),South West London STP,,Outpatients,,,Routine,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Elective,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Routine,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Routine,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,eRS,Ashtead (Ramsay Health UK),South West London STP,,Elective,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,eRS,Ashtead (Ramsay Health UK),South West London STP,,Outpatients,,,Routine,07/03/2021, 40 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 19 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 31 ,4th Jan 2021 Surge Plan
Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Elective,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Daycase,,,Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Daycase,,,Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Daycase,,,Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Cancer,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Cancer,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Cancer,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Cancer,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,ECHO,OTHER,Routine,07/03/2021, 24 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Daycase,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Urgent,07/03/2021, 40 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Urgent,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,Weymouth Street Hospital (Phoenix Hospital Group),East London STP,,Elective,,,Urgent,07/03/2021, 16 ,4th Jan 2021 Surge Plan
Plan,Normal,Weymouth Street Hospital (Phoenix Hospital Group),East London STP,,Elective,,,Urgent,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,Normal,Weymouth Street Hospital (Phoenix Hospital Group),East London STP,,Elective,,,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,Weymouth Street Hospital (Phoenix Hospital Group),East London STP,,Elective,,,Urgent,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 16 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Elective,,,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Urgent,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 31 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Elective,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Urgent,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 40 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,cancer,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, 10 ,4th Jan 2021 Surge Plan
